Authors,Titles,Year,Page count,Link
Tang Y.; Teng Q.; Zhang L.; Min F.; He J.,Layer-Wise Training Convolutional Neural Networks with Smaller Filters for Human Activity Recognition Using Wearable Sensors,2021,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097716361&doi=10.1109%2fJSEN.2020.3015521&partnerID=40&md5=92ad58387744e8c9f020cefe107cd866
Batool S.; Hassan A.; Saqib N.A.; Khattak M.A.K.,Authentication of Remote IoT Users Based on Deeper Gait Analysis of Sensor Data,2020,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086701193&doi=10.1109%2fACCESS.2020.2998412&partnerID=40&md5=cf69a926c5eaeda2a6cc50a4a5422f22
Syed A.S.; Syed Z.S.; Shah M.S.; Saddar S.,Using wearable sensors for human activity recognition in logistics: A comparison of different feature sets and machine learning algorithms,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091900360&doi=10.14569%2fIJACSA.2020.0110976&partnerID=40&md5=2306da16f8c286249f8de977bed996d6
Alhersh T.; Stuckenschmidt H.; Ur Rehman A.; Belhaouari S.B.,Learning Human Activity from Visual Data Using Deep Learning,2021,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112659520&doi=10.1109%2fACCESS.2021.3099567&partnerID=40&md5=7e12c6247ecf9d6f94fa3af84c152585
Stuart M.; Manic M.,Deep Learning Shared Bandpass Filters for Resource-Constrained Human Activity Recognition,2021,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103780231&doi=10.1109%2fACCESS.2021.3064031&partnerID=40&md5=490c4a2e2aa0148b162eeeedea53cf81
Chawathe S.S.,Inferring Human Activity Using Wearable Sensors,2021,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125205272&doi=10.1109%2fUEMCON53757.2021.9666707&partnerID=40&md5=d666439abcce5363af5fca546f086043
Teng Q.; Wang K.; Zhang L.; He J.,The Layer-Wise Training Convolutional Neural Networks Using Local Loss for Sensor-Based Human Activity Recognition,2020,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086228619&doi=10.1109%2fJSEN.2020.2978772&partnerID=40&md5=33036ce695ac54d86abcb891af472fef
Ferrari A.; Micucci D.; Mobilio M.; Napoletano P.,On the Personalization of Classification Models for Human Activity Recognition,2020,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081109129&doi=10.1109%2fACCESS.2020.2973425&partnerID=40&md5=d0948b02ac155bc2e5c0fe6f501d4ab7
Gholamiangonabadi D.; Kiselov N.; Grolinger K.,Deep Neural Networks for Human Activity Recognition with Wearable Sensors: Leave-One-Subject-Out Cross-Validation for Model Selection,2020,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089305698&doi=10.1109%2fACCESS.2020.3010715&partnerID=40&md5=94fd231bceefefd5f667f242ab60e773
Rojanavasu P.; Jitpattanakul A.; Mekruksavanich S.,Comparative Analysis of LSTM-based Deep Learning Models for HAR using Smartphone Sensor,2021,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106656249&doi=10.1109%2fECTIDAMTNCON51128.2021.9425733&partnerID=40&md5=52d797a6a042d192bd56d03271b0404f
Tarafdar P.; Bose I.,Recognition of human activities for wellness management using a smartphone and a smartwatch: A boosting approach,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095848609&doi=10.1016%2fj.dss.2020.113426&partnerID=40&md5=19ae9e5e9673054f3a8fa7df26df842a
Zhang H.; Xiao Z.; Wang J.; Li F.; Szczerbicki E.,A Novel IoT-Perceptive Human Activity Recognition (HAR) Approach Using Multihead Convolutional Attention,2020,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079775703&doi=10.1109%2fJIOT.2019.2949715&partnerID=40&md5=5417f6e764e33b42c4ad817d4fe00ceb
Fridriksdottir E.; Bonomi A.G.,Accelerometer-based human activity recognition for patient monitoring using a deep neural network,2020,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096033196&doi=10.3390%2fs20226424&partnerID=40&md5=be9c26e692a10452bc3317bb01a5da93
Atkinson G.; Metsis V.,Identifying label noise in time-series datasets,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091872872&doi=10.1145%2f3410530.3414366&partnerID=40&md5=ac9099e0ac18a51ead3330d10e7a0ce9
Tchuente F.; Baddour N.; Lemaire E.D.,Classification of aggressive movements using smartwatches,2020,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095815286&doi=10.3390%2fs20216377&partnerID=40&md5=b02835c907547a7b341bc24bb9352ee4
Xu H.; Li J.; Yuan H.; Liu Q.; Fan S.; Li T.; Sun X.,Human activity recognition based on gramian angular field and deep convolutional neural network,2020,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102782095&doi=10.1109%2fACCESS.2020.3032699&partnerID=40&md5=67f0d0c168992fb60e9de90e74f9f736
Alemayoh T.T.; Lee J.H.; Okamoto S.,A New Motion Data Structuring for Human Activity Recognition Using Convolutional Neural Network,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095594447&doi=10.1109%2fBioRob49111.2020.9224310&partnerID=40&md5=2a0cc62d74a79e4d0f497548d50dd282
Russell B.; McDaid A.; Toscano W.; Hume P.,Moving the lab into the mountains: A pilot study of human activity recognition in unstructured environments,2021,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100105196&doi=10.3390%2fs21020654&partnerID=40&md5=949020dc5850f78e6d3660e84953c363
Günthermann L.; Simpson I.; Roggen D.,Smartphone location identification and transport mode recognition using an ensemble of generative adversarial networks,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091843676&doi=10.1145%2f3410530.3414353&partnerID=40&md5=f9ee181e42174340e6c84261e834cb51
Iqbal A.; Ullah F.; Anwar H.; Ur Rehman A.; Shah K.; Baig A.; Ali S.; Yoo S.; Kwak K.S.,Wearable Internet-of-Things platform for human activity recognition and health care,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086588147&doi=10.1177%2f1550147720911561&partnerID=40&md5=2cd61cb175cd935ffd82482739c62830
Chae S.H.; Kim Y.; Lee K.-S.; Park H.-S.,Development and clinical evaluation of a web-based upper limb home rehabilitation system using a smartwatch and machine learning model for chronic stroke survivors: Prospective comparative study,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088244714&doi=10.2196%2f17216&partnerID=40&md5=2247a3f8992387e86ac44ce1026b9364
Wang Y.; Ma J.; Li X.; Zhong A.,Hierarchical Multi-Classification for Sensor-based Badminton Activity Recognition,2020,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100233947&doi=10.1109%2fICSP48669.2020.9320935&partnerID=40&md5=018ed6eaecb3a8dff9a33cbe6b43f3be
Zia S.; Khan A.N.; Mukhtar M.; Ali S.E.; Shahid J.; Sohail M.,Detection of Motor Seizures and Falls in Mobile Application using Machine Learning Classifiers,2020,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091984275&doi=10.1109%2fIAICT50021.2020.9172028&partnerID=40&md5=c9bf408e84fe1a52182962930499971b
Chang Y.; Mathur A.; Isopoussu A.; Song J.; Kawsar F.,A systematic study of unsupervised domain adaptation for robust human-activity recognition,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089761056&doi=10.1145%2f3380985&partnerID=40&md5=acba474ca189a1daeda72fa25b76f91d
Manjarres J.; Narvaez P.; Gasser K.; Percybrooks W.; Pardo M.,Physical workload tracking using human activity recognition with wearable devices,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076993586&doi=10.3390%2fs20010039&partnerID=40&md5=d0640fd089148e822d08417873712ada
Kempa-Liehr A.W.; Oram J.; Wong A.; Finch M.; Besier T.,Feature Engineering Workflow for Activity Recognition from Synchronized Inertial Measurement Units,2020,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082990620&doi=10.1007%2f978-981-15-3651-9_20&partnerID=40&md5=6c62204ebab500783afef3834f611731
Tsanousa A.; Meditskos G.; Vrochidis S.; Angelis L.,A novel feature selection method based on comparison of correlations for human activity recognition problems,2020,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081539832&doi=10.1007%2fs12652-020-01836-z&partnerID=40&md5=14f2ad925b1625674fb36135adfeb16f
Norgaard S.; Saeedi R.; Gebremedhin A.H.,Multi-Sensor Time-Series Classification for Activity Tracking under Variable Length,2020,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079596209&doi=10.1109%2fJSEN.2019.2953938&partnerID=40&md5=907c3fcc920f136fb2e242557816ce9e
Win S.; Thein T.L.L.,"Real-Time Human Motion Detection, Tracking and Activity Recognition with Skeletal Model",2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082391277&doi=10.1109%2fICCA49400.2020.9022822&partnerID=40&md5=892b5ee981db4f7817caeff31a53a480
Xiao F.; Pei L.; Chu L.; Zou D.; Yu W.; Zhu Y.; Li T.,A Deep Learning Method for Complex Human Activity Recognition Using Virtual Wearable Sensors,2021,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103266496&doi=10.1007%2f978-3-030-69873-7_19&partnerID=40&md5=bcf10eec914c71a3380b2ef0a9d3702b
Mehta A.; Vaddadi S.K.; Sharma V.; Kala P.,A Phase-wise Analysis of Machine Learning based Human Activity Recognition using Inertial Sensors,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101495680&doi=10.1109%2fINDICON49873.2020.9342466&partnerID=40&md5=87830ee6065cd31183db094b78ab8b34
Ihianle I.K.; Nwajana A.O.; Ebenuwa S.H.; Otuka R.I.; Owa K.; Orisatoki M.O.,A deep learning approach for human activities recognition from multimodal sensing devices,2020,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100718363&doi=10.1109%2fACCESS.2020.3027979&partnerID=40&md5=5f1b46657889279f01f737a1cd968f79
Tong L.; Lin Q.; Qin C.; Peng L.,A Comparison of Wearable Sensor Configuration Methods for Human Activity Recognition Using CNN,2021,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125809295&doi=10.1109%2fPIC53636.2021.9687056&partnerID=40&md5=e61f07add1088394ee6fd599e08bbe82
Ardywibowo R.; Zhao G.; Wang Z.; Mortazavi B.; Huang S.; Qian X.,Adaptive activity monitoring with uncertainty quantification in switching Gaussian process models,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085004591&partnerID=40&md5=3cef53e2500a9d68998b253087590ce9
Qi W.; Su H.; Chen F.; Zhou X.; Shi Y.; Ferrigno G.; De Momi E.,Depth Vision Guided Human Activity Recognition in Surgical Procedure using Wearable Multisensor,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092643346&doi=10.1109%2fICARM49381.2020.9195356&partnerID=40&md5=df1302f3884fc83472294a24dd367430
Bahador N.; Ferreira D.; Tamminen S.; Kortelainen J.,Deep learning-based multimodal data fusion: Case study in food intake episodes detection using wearable sensors,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100658132&doi=10.2196%2f21926&partnerID=40&md5=e145f47c5899e72f146bcd688c9eddd9
Amin Choudhury N.; Moulik S.; Choudhury S.,Cloud-based Real-time and Remote Human Activity Recognition System using Wearable Sensors,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098460682&doi=10.1109%2fICCE-Taiwan49838.2020.9258050&partnerID=40&md5=5113a60158ebe020d72a1d9e5d9c4e0d
,SENSORNETS 2021 - Proceedings of the 10th International Conference on Sensor Networks,2021,179,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103035230&partnerID=40&md5=1c00ee99ba277c55922869f9450a61da
Mohite A.; Rege P.; Chakravarty D.,Human Activity Recognition Using Positioning Sensor and Deep Learning Technique,2021,16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101306648&doi=10.1007%2f978-981-15-8391-9_34&partnerID=40&md5=c1231c85c19f1b7d1594420075e8ef40
Mahmud T.; Sazzad Sayyed A.Q.M.; Fattah S.A.; Kung S.-Y.,A Novel Multi-Stage Training Approach for Human Activity Recognition from Multimodal Wearable Sensor Data Using Deep Neural Network,2021,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098194597&doi=10.1109%2fJSEN.2020.3015781&partnerID=40&md5=e434daf76854f598a372797f83fb84bb
Alharbi F.; Ouarbya L.; Ward J.A.,Synthetic Sensor Data for Human Activity Recognition,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093826614&doi=10.1109%2fIJCNN48605.2020.9206624&partnerID=40&md5=ebce433c59138f0a46f14d26202ad10e
Mirtchouk M.; Kleinberg S.,Detecting Granular Eating Behaviors from Body-worn Audio and Motion Sensors,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125471839&doi=10.1109%2fBHI50953.2021.9508519&partnerID=40&md5=0b49760e2df9c9e9f5c3df45a62c0a82
Hassan M.M.; Ullah S.; Hossain M.S.; Alelaiwi A.,An end-to-end deep learning model for human activity recognition from highly sparse body sensor data in Internet of Medical Things environment,2021,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086006746&doi=10.1007%2fs11227-020-03361-4&partnerID=40&md5=ec3982ad7a3839a7dd908d87ae5ae201
Gambi E.; Temperini G.; Galassi R.; Senigagliesi L.; De Santis A.,ADL Recognition through Machine Learning Algorithms on IoT Air Quality Sensor Dataset,2020,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094121176&doi=10.1109%2fJSEN.2020.3005642&partnerID=40&md5=86db743ea95ebfa4cc9c2b7a12d3078b
Papoutsis A.; Botilias G.; Karvelis P.; Stylios C.,A machine learning approach for human activity recognition,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092435219&doi=10.3233%2fSHTI200631&partnerID=40&md5=12f63402afeed7e29e62618a03eaa054
Hu N.; Su S.; Tang C.; Wang L.,Wearable-sensors Based Activity Recognition for Smart Human Healthcare Using Internet of Things,2020,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089705344&doi=10.1109%2fIWCMC48107.2020.9148197&partnerID=40&md5=948a391176881f727dde6b349775bbdd
Abedin A.; Ehsanpour M.; Shi Q.; Rezatofighi H.; Ranasinghe D.C.,Attend and Discriminate: Beyond the State-of-the-Art for Human Activity Recognition Using Wearable Sensors,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103636655&doi=10.1145%2f3448083&partnerID=40&md5=0dce3caaeb8091ed4d224e28399985a6
Debache I.; Jeantet L.; Chevallier D.; Bergouignan A.; Sueur C.,A lean and performant hierarchical model for human activity recognition using body-mounted sensors,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085908948&doi=10.3390%2fs20113090&partnerID=40&md5=dcccd2d9a0610b248d41cd6f813fcd2c
Halim A.; Kwantan E.; Langie S.; Chandra V.; Gohzali H.,Human activity recognition using reduced kernel extreme learning machine for body weight management,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099282500&doi=10.1109%2fICIC50835.2020.9288546&partnerID=40&md5=216bee8f6e881c98f96e25b1f2e65193
Vu T.T.; Fujinami K.,Personalizing activity recognition models by selecting compatible classifiers with a little help from the user,2020,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091919617&doi=10.18494%2fSAM.2020.2917&partnerID=40&md5=d1bca11ef38735d70bfc07ada54c254d
Pham C.; Nguyen-Thai S.; Tran-Quang H.; Tran S.; Vu H.; Tran T.-H.; Le T.-L.,SensCapsNet: Deep Neural Network for Non-Obtrusive Sensing Based Human Activity Recognition,2020,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085251908&doi=10.1109%2fACCESS.2020.2991731&partnerID=40&md5=98773153457d788e3d5835a5d22c69aa
McQuire J.; Watson P.; Wright N.; Hiden H.; Catt M.,Uneven and Irregular Surface Condition Prediction from Human Walking Data using both Centralized and Decentralized Machine Learning Approaches,2021,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125173967&doi=10.1109%2fBIBM52615.2021.9669395&partnerID=40&md5=831dfd45d90c4cd0992f67f52feb7d16
Spathis D.; Perez-Pozuelo I.; Brage S.; Wareham N.J.; Mascolo C.,Self-supervised transfer learning of physiological representations from free-living wearable data,2021,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104096105&doi=10.1145%2f3450439.3451863&partnerID=40&md5=254ac1bedce6481f3b3ea42027ebbedf
Hamidi M.; Osmani A.; Alizadeh P.,A multi-view architecture for the SHL challenge,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091816082&doi=10.1145%2f3410530.3414351&partnerID=40&md5=b7a7d6afccc40bab682271356bede81f
Anagnostis A.; Benos L.; Tsaopoulos D.; Tagarakis A.; Tsolakis N.; Bochtis D.,Human activity recognition through recurrent neural networks for human–robot interaction in agriculture,2021,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102521457&doi=10.3390%2fapp11052188&partnerID=40&md5=84f3bde8a14704c0bff6353d78a6dfa4
Wang L.K.; Liu R.Y.,Human Activity Recognition Based on Wearable Sensor Using Hierarchical Deep LSTM Networks,2020,19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064679294&doi=10.1007%2fs00034-019-01116-y&partnerID=40&md5=b81250f97d324c4eda427db4f5cc49cd
Nithin G.R.; Chhabra M.; Hao Y.; Wang B.; Zheng R.,Sensor-Based Human Activity Recognition for Elderly In-patients with a Luong Self-Attention Network,2021,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126487384&doi=10.1109%2fCHASE52844.2021.00019&partnerID=40&md5=2776a7743edecabe64aa9223aeb92d7e
Dedabrishvili M.,Effective Ways to Overcome Classification Limitations for Activities of Daily Livings (ADLs),2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097139664&doi=10.1109%2fSAIC51296.2020.9239238&partnerID=40&md5=22c95e61bee84b8233d711cfde897bc9
Saleh M.; Abbas M.; Le Jeannes R.B.,FallAllD: An Open Dataset of Human Falls and Activities of Daily Living for Classical and Deep Learning Applications,2021,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098198292&doi=10.1109%2fJSEN.2020.3018335&partnerID=40&md5=92bea8b6ae65af91d9c777c2fe9ddf1e
Sheng T.; Huber M.,Unsupervised embedding learning for human activity recognition using wearable sensor data,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102413790&partnerID=40&md5=4804a0bb3cc53af32de2347d76ab26ec
Lewandowski M.; Płaczek B.; Bernas M.,Classifier-based data transmission reduction in wearable sensor network for human activity monitoring,2021,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098758628&doi=10.3390%2fs21010085&partnerID=40&md5=aabca3272288a82953866326d1239084
Atalaa B.A.; Ziedan I.; Alenany A.; Helmi A.,Feature Engineering for Human Activity Recognition,2021,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102088077&doi=10.14569%2fIJACSA.2021.0120221&partnerID=40&md5=80a371f4d22965ae8cbe6ef275513376
Hendry D.; Chai K.; Campbell A.; Hopper L.; O’Sullivan P.; Straker L.,Development of a Human Activity Recognition System for Ballet Tasks,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079170240&doi=10.1186%2fs40798-020-0237-5&partnerID=40&md5=cee812beca9177bff93f149974e72aaf
Qian H.; Pan S.J.; Miao C.,Latent Independent Excitation for Generalizable Sensor-based Cross-Person Activity Recognition,2021,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122351539&partnerID=40&md5=fa8bed8103f571cdcdcea97edf38a274
Richoz S.; Wang L.; Birch P.; Roggen D.,"Transportation Mode Recognition Fusing Wearable Motion, Sound, and Vision Sensors",2020,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088856686&doi=10.1109%2fJSEN.2020.2987306&partnerID=40&md5=36093fa97b124b9680d516008ff0a4d5
Bhat G.; Tran N.; Shill H.; Ogras U.Y.,w-HAR: An activity recognition dataset and framework using low-power wearable devices,2020,25,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091068713&doi=10.3390%2fs20185356&partnerID=40&md5=fee9327a01586841dfcf658a6d4ade5b
Lei Z.; Xie J.; Xiao L.,Inertial Sensor-based Human Activity Recognition Using Hybrid Deep Neural Networks,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123505774&doi=10.1109%2fCISP-BMEI53629.2021.9624347&partnerID=40&md5=dfb01a66d16344a38a6557a7ad9bfa6a
Harish R.V.S.; Rajesh Kumar P.,Performance Analysis of K-ELM Classifiers with the State-of-Art Classifiers for Human Action Recognition,2021,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107360936&doi=10.1007%2f978-981-33-4305-4_27&partnerID=40&md5=16edfa5d07876dba6a6aaa51eeb20021
Li F.; Shirahama K.; Nisar M.A.; Huang X.; Grzegorzek M.,Deep transfer learning for time series data based on sensor modality classification,2020,24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088959664&doi=10.3390%2fs20154271&partnerID=40&md5=3623a3c358e0951d34fe1eeb4b9b0af3
Li X.; Luo J.; Younes R.,ActivityGAN: Generative adversarial networks for data augmentation in sensor-based human activity recognition,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091881947&doi=10.1145%2f3410530.3414367&partnerID=40&md5=24b8f6cb8b036529bdd3c63364757bff
Martindale C.F.; Christlein V.; Klumpp P.; Eskofier B.M.,Wearables-based multi-task gait and activity segmentation using recurrent neural networks,2021,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099226702&doi=10.1016%2fj.neucom.2020.08.079&partnerID=40&md5=f42e14b2db89fd98d3c89c6c2b30483d
Nguyen H.D.; Tran K.P.; Zeng X.; Koehl L.; Tartare G.,An Improved Ensemble Machine Learning Algorithm for Wearable Sensor Data Based Human Activity Recognition,2020,21,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083966739&doi=10.1007%2f978-3-030-43412-0_13&partnerID=40&md5=c9f67c91ebedca48ed954a90fd1c482c
Xia S.; Chu L.; Pei L.; Zhang Z.; Yu W.; Qiu R.C.,Learning Disentangled Representation for Mixed- Reality Human Activity Recognition with a Single IMU Sensor,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114739457&doi=10.1109%2fTIM.2021.3111996&partnerID=40&md5=9bdfeefb6dec0ccf7732cc159305b2ea
Le T.-H.; Tran Q.-H.; Le T.-L.,Systematic Evaluation of Deep Learning Models for Human Activity Recognition Using Accelerometer,2020,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101153885&doi=10.1109%2fNICS51282.2020.9335853&partnerID=40&md5=7949d7eb909341b24bbcd1dc222b6d82
Zhu Y.; Luo H.; Chen R.; Zhao F.; Su L.,DenseNetX and GRU for the sussex-huawei locomotion-transportation recognition challenge,2020,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091851898&doi=10.1145%2f3410530.3414349&partnerID=40&md5=08b7149fbf6aa41b5c71a85473be828a
Scheurer S.; Tedesco S.; Brown K.N.; O’flynn B.,Using domain knowledge for interpretable and competitive multi-class human activity recognition,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079890949&doi=10.3390%2fs20041208&partnerID=40&md5=2dc7a1aba00673b5fecfb66f803244c6
Tian Y.; Zhang J.; Li L.; Liu Z.,A Novel Sensor-Based Human Activity Recognition Method Based on Hybrid Feature Selection and Combinational Optimization,2021,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112672288&doi=10.1109%2fACCESS.2021.3100580&partnerID=40&md5=62020445a362c8ddfe130d0f7e70cbcb
Ghosh A.M.; Grolinger K.,Edge-Cloud Computing for Internet of Things Data Analytics: Embedding Intelligence in the Edge with Deep Learning,2021,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097712305&doi=10.1109%2fTII.2020.3008711&partnerID=40&md5=42732736c8d88530431f1c0a7b50197a
Abdel-Salam R.; Mostafa R.; Hadhood M.,"Human Activity Recognition Using Wearable Sensors: Review, Challenges, Evaluation Benchmark",2021,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102749701&doi=10.1007%2f978-981-16-0575-8_1&partnerID=40&md5=3243b6dfffef270dc68de8f0b9fdddbf
Liu L.-C.; Rustia D.J.A.; Lin T.-T.,Remote surveillance video activity recognition using spatiotemporal convolutional neural networks for greenhouse workload analysis,2021,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114209651&doi=10.13031%2faim.202100608&partnerID=40&md5=92dde7473531c1b8b6ed7ece5e955f99
Joy Rakesh Y.; Kavitha R.; Julian J.,Human activity recognition using wearable sensors,2021,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091061514&doi=10.1007%2f978-981-15-5679-1_51&partnerID=40&md5=86b5ac4728a2787d3f83db8f32c1e6e6
Dhammi L.; Tewari P.,Human Activity Recognition based on Smartphone Sensors- A Comparative Study,2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123353396&doi=10.1109%2fICRITO51393.2021.9596305&partnerID=40&md5=c3e8ac7da24ec16da531b2af1face793
Bagadia D.; Teptit T.; Dabthong P.; Laitrakun S.,Fusion of Signal-Based Multichannel CNN-LSTM Models for Human Activity Recognition using Wearable Sensors,2021,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125197938&doi=10.1109%2fICSEC53205.2021.9684657&partnerID=40&md5=5bc09ae8e8f31073deba54346523b673
Gil-Martín M.; San-Segundo R.; Fernández-Martínez F.; de Córdoba R.,Human activity recognition adapted to the type of movement,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090046723&doi=10.1016%2fj.compeleceng.2020.106822&partnerID=40&md5=269a93db0f4edb357c67f392dbdd782a
Khare S.; Sarkar S.; Totaro M.,Comparison of Sensor-Based Datasets for Human Activity Recognition in Wearable IoT,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095616670&doi=10.1109%2fWF-IoT48130.2020.9221408&partnerID=40&md5=b91d3ab37c2f87c15edccc1fc0589e42
Guinea A.S.; Sarabchian M.; Muhlhauser M.,Image-based Activity Recognition from IMU Data,2021,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107522229&doi=10.1109%2fPerComWorkshops51409.2021.9430990&partnerID=40&md5=25cc9ae12bed2a8b5773ad3123916aaf
Ganesha H.S.; Gupta R.; Gupta S.H.,Multi-Layer Heterogeneous Ensemble Model for Human Activity Recognition,2021,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125051079&doi=10.1109%2fICSC53193.2021.9673341&partnerID=40&md5=418df1d5270fa66eddb0112450f69ab7
Barut O.; Zhou L.; Luo Y.,Multitask LSTM Model for Human Activity Recognition and Intensity Estimation Using Wearable Sensor Data,2020,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090515111&doi=10.1109%2fJIOT.2020.2996578&partnerID=40&md5=d9bae4899487941bbcced9e8fe9fc070
Mahmud S.; Tanjid Hasan Tonmoy M.; Kumar Bhaumik K.; Mahbubur Rahman A.K.M.; Ashraful Amin M.; Shoyaib M.; Asif Hossain Khan M.; Ahsan Ali A.,Human activity recognition fromwearable sensor data using self-attention,2020,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091762278&doi=10.3233%2fFAIA200236&partnerID=40&md5=109c91bb53eb26f34a142dd549574aae
Hussain Z.; Waterworth D.; Aldeer M.; Zhang W.E.; Sheng Q.Z.,Toothbrushing data and analysis of its potential use in human activity recognition applications: Dataset,2020,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097341539&doi=10.1145%2f3419016.3431489&partnerID=40&md5=5d3aeaad60466d45b412c2cff10cc2f0
